'sample interval','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG'
457,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.007,-0.002,-0.001,0.002,0.013,0.024,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.012,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
458,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.007,-0.002,-0.001,0.002,0.013,0.024,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.012,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
459,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.007,-0.002,-0.001,0.002,0.013,0.024,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.012,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
460,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.007,-0.002,-0.001,0.002,0.013,0.024,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.012,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
461,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.007,-0.002,-0.001,0.002,0.013,0.024,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.012,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
462,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.007,-0.002,-0.001,0.002,0.013,0.024,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.012,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
463,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.007,-0.002,-0.001,0.002,0.013,0.024,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
464,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.006,-0.002,-0.001,0.002,0.013,0.024,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
465,-0.000,0.001,0.004,0.010,0.014,0.013,0.010,0.006,-0.002,-0.001,0.002,0.013,0.023,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
466,-0.000,0.001,0.004,0.010,0.014,0.013,0.010,0.006,-0.002,-0.001,0.002,0.013,0.023,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
467,-0.000,0.001,0.004,0.010,0.014,0.013,0.010,0.006,-0.002,-0.001,0.002,0.013,0.023,0.019,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
468,-0.000,0.001,0.004,0.010,0.014,0.013,0.010,0.006,-0.002,-0.001,0.002,0.013,0.023,0.019,0.012,0.007,-0.004,-0.005,-0.004,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.012,-0.011,0.005,0.010,0.007,0.004,0.001,0.002
469,-0.000,0.001,0.004,0.010,0.014,0.013,0.010,0.006,-0.002,-0.001,0.002,0.013,0.023,0.019,0.012,0.007,-0.004,-0.005,-0.004,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.012,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
470,-0.000,0.001,0.004,0.010,0.014,0.013,0.010,0.006,-0.002,-0.001,0.002,0.013,0.023,0.019,0.012,0.007,-0.004,-0.005,-0.004,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.011,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
471,-0.000,0.001,0.004,0.010,0.014,0.013,0.010,0.006,-0.002,-0.001,0.002,0.013,0.023,0.019,0.012,0.007,-0.004,-0.005,-0.004,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.011,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
472,-0.000,0.001,0.004,0.010,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.013,0.023,0.019,0.012,0.007,-0.004,-0.005,-0.004,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.011,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
473,-0.000,0.001,0.004,0.010,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.013,0.023,0.019,0.012,0.007,-0.004,-0.005,-0.004,0.006,0.026,0.021,0.011,0.006,-0.005,-0.008,-0.011,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
474,-0.000,0.001,0.004,0.010,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.012,0.023,0.019,0.012,0.007,-0.004,-0.005,-0.004,0.006,0.026,0.020,0.011,0.006,-0.005,-0.008,-0.011,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
475,-0.000,0.001,0.004,0.010,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.012,0.023,0.019,0.011,0.007,-0.004,-0.005,-0.004,0.006,0.026,0.020,0.011,0.006,-0.005,-0.008,-0.011,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
476,0.000,0.001,0.004,0.010,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.012,0.023,0.019,0.011,0.007,-0.004,-0.005,-0.004,0.007,0.026,0.020,0.011,0.006,-0.005,-0.008,-0.011,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
477,0.000,0.001,0.004,0.010,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.012,0.023,0.019,0.011,0.007,-0.004,-0.005,-0.004,0.007,0.025,0.020,0.011,0.006,-0.005,-0.008,-0.011,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
478,0.000,0.001,0.004,0.010,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.012,0.023,0.019,0.011,0.007,-0.003,-0.005,-0.004,0.007,0.025,0.020,0.011,0.006,-0.005,-0.007,-0.011,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
479,0.000,0.001,0.004,0.010,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.012,0.022,0.019,0.011,0.007,-0.003,-0.004,-0.004,0.007,0.025,0.020,0.011,0.006,-0.005,-0.007,-0.011,-0.009,0.005,0.010,0.007,0.004,0.001,0.002
480,0.000,0.001,0.004,0.009,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.012,0.022,0.019,0.011,0.007,-0.003,-0.004,-0.004,0.007,0.025,0.020,0.011,0.006,-0.005,-0.007,-0.011,-0.009,0.005,0.010,0.007,0.004,0.001,0.002
481,0.000,0.001,0.004,0.009,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.012,0.022,0.018,0.011,0.007,-0.003,-0.004,-0.004,0.007,0.025,0.020,0.011,0.006,-0.005,-0.007,-0.011,-0.009,0.005,0.010,0.007,0.004,0.001,0.002
482,0.000,0.001,0.004,0.009,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.012,0.022,0.018,0.011,0.007,-0.003,-0.004,-0.004,0.007,0.025,0.020,0.011,0.006,-0.005,-0.007,-0.011,-0.009,0.005,0.010,0.007,0.004,0.001,0.002
483,0.000,0.001,0.004,0.009,0.014,0.013,0.009,0.006,-0.002,-0.001,0.002,0.012,0.022,0.018,0.011,0.006,-0.003,-0.004,-0.004,0.007,0.025,0.020,0.011,0.006,-0.005,-0.007,-0.011,-0.009,0.005,0.010,0.007,0.004,0.001,0.002
484,0.000,0.001,0.004,0.009,0.014,0.012,0.009,0.006,-0.002,-0.001,0.002,0.012,0.022,0.018,0.011,0.006,-0.003,-0.004,-0.004,0.007,0.025,0.020,0.011,0.006,-0.005,-0.007,-0.010,-0.009,0.005,0.010,0.006,0.004,0.001,0.002
485,0.000,0.001,0.004,0.009,0.013,0.012,0.009,0.006,-0.002,-0.001,0.002,0.012,0.022,0.018,0.011,0.006,-0.003,-0.004,-0.004,0.007,0.025,0.019,0.010,0.006,-0.005,-0.007,-0.010,-0.009,0.005,0.010,0.006,0.004,0.001,0.002
486,0.000,0.001,0.004,0.009,0.013,0.012,0.009,0.006,-0.001,-0.001,0.002,0.012,0.022,0.018,0.011,0.006,-0.003,-0.004,-0.004,0.007,0.025,0.019,0.010,0.006,-0.005,-0.007,-0.010,-0.009,0.005,0.010,0.006,0.004,0.001,0.002
487,0.000,0.001,0.004,0.009,0.013,0.012,0.009,0.006,-0.001,-0.001,0.002,0.012,0.022,0.018,0.011,0.006,-0.003,-0.004,-0.004,0.007,0.025,0.019,0.010,0.006,-0.005,-0.007,-0.010,-0.009,0.005,0.010,0.006,0.004,0.001,0.002
488,0.000,0.001,0.004,0.009,0.013,0.012,0.009,0.006,-0.001,-0.001,0.002,0.012,0.022,0.018,0.011,0.006,-0.003,-0.004,-0.004,0.007,0.024,0.019,0.010,0.006,-0.005,-0.007,-0.010,-0.009,0.005,0.009,0.006,0.004,0.001,0.002
489,0.000,0.001,0.004,0.009,0.013,0.012,0.009,0.006,-0.001,-0.001,0.002,0.012,0.021,0.018,0.011,0.006,-0.003,-0.004,-0.003,0.007,0.024,0.019,0.010,0.006,-0.005,-0.007,-0.010,-0.009,0.005,0.009,0.006,0.004,0.001,0.002
490,0.000,0.001,0.004,0.009,0.013,0.012,0.009,0.006,-0.001,-0.001,0.002,0.012,0.021,0.018,0.011,0.006,-0.003,-0.004,-0.003,0.007,0.024,0.019,0.010,0.006,-0.005,-0.007,-0.010,-0.009,0.005,0.009,0.006,0.004,0.001,0.002
491,0.000,0.001,0.004,0.009,0.013,0.012,0.009,0.006,-0.001,-0.001,0.002,0.012,0.021,0.017,0.011,0.006,-0.003,-0.004,-0.003,0.007,0.024,0.019,0.010,0.006,-0.005,-0.007,-0.010,-0.009,0.005,0.009,0.006,0.004,0.001,0.002
492,0.000,0.001,0.004,0.009,0.013,0.012,0.009,0.006,-0.001,-0.001,0.002,0.012,0.021,0.017,0.010,0.006,-0.003,-0.004,-0.003,0.006,0.024,0.019,0.010,0.005,-0.005,-0.007,-0.010,-0.009,0.005,0.009,0.006,0.004,0.001,0.002
493,0.000,0.001,0.004,0.009,0.013,0.012,0.009,0.006,-0.001,-0.001,0.002,0.012,0.021,0.017,0.010,0.006,-0.003,-0.004,-0.003,0.006,0.023,0.018,0.010,0.005,-0.005,-0.007,-0.010,-0.009,0.004,0.009,0.006,0.004,0.001,0.002
494,0.000,0.001,0.004,0.009,0.013,0.012,0.008,0.006,-0.001,-0.001,0.003,0.012,0.021,0.017,0.010,0.006,-0.003,-0.004,-0.003,0.006,0.023,0.018,0.010,0.005,-0.004,-0.007,-0.010,-0.009,0.004,0.008,0.006,0.003,0.001,0.002
495,0.000,0.001,0.004,0.009,0.013,0.012,0.008,0.005,-0.001,-0.000,0.003,0.012,0.021,0.017,0.010,0.006,-0.003,-0.004,-0.003,0.007,0.023,0.017,0.009,0.005,-0.004,-0.006,-0.009,-0.008,0.004,0.008,0.005,0.003,0.001,0.002
496,0.001,0.002,0.005,0.009,0.012,0.011,0.007,0.005,-0.000,0.001,0.004,0.013,0.020,0.015,0.009,0.005,-0.002,-0.002,-0.000,0.010,0.022,0.015,0.008,0.004,-0.003,-0.005,-0.006,-0.005,0.005,0.007,0.004,0.002,0.001,0.002
497,0.002,0.004,0.007,0.010,0.010,0.007,0.004,0.002,0.002,0.004,0.009,0.016,0.018,0.010,0.004,0.002,0.001,0.003,0.008,0.020,0.022,0.009,0.003,0.001,0.000,0.001,0.004,0.009,0.010,0.003,0.000,-0.000,0.002,0.002
498,0.005,0.008,0.011,0.011,0.006,0.000,-0.003,-0.003,0.007,0.011,0.018,0.023,0.013,-0.001,-0.005,-0.005,0.007,0.013,0.026,0.042,0.024,-0.003,-0.007,-0.006,0.007,0.013,0.025,0.039,0.022,-0.003,-0.007,-0.006,0.002,0.001
499,0.009,0.012,0.014,0.011,0.000,-0.009,-0.011,-0.010,0.012,0.019,0.028,0.030,0.006,-0.015,-0.016,-0.013,0.015,0.026,0.047,0.070,0.028,-0.016,-0.019,-0.014,0.016,0.028,0.052,0.080,0.044,-0.006,-0.014,-0.012,0.003,0.000
500,0.009,0.012,0.014,0.008,-0.005,-0.015,-0.016,-0.013,0.013,0.021,0.030,0.031,0.001,-0.022,-0.022,-0.017,0.018,0.031,0.057,0.085,0.035,-0.019,-0.023,-0.017,0.020,0.036,0.067,0.108,0.066,-0.001,-0.015,-0.013,0.003,-0.001
501,0.005,0.007,0.007,0.002,-0.008,-0.015,-0.014,-0.011,0.009,0.013,0.020,0.019,-0.003,-0.019,-0.018,-0.013,0.013,0.023,0.043,0.069,0.034,-0.011,-0.016,-0.012,0.016,0.029,0.057,0.098,0.071,0.010,-0.007,-0.008,0.002,-0.001
502,-0.000,-0.001,-0.002,-0.006,-0.009,-0.010,-0.008,-0.006,0.002,0.002,0.003,0.001,-0.007,-0.011,-0.009,-0.006,0.004,0.008,0.017,0.030,0.019,-0.001,-0.005,-0.004,0.007,0.013,0.029,0.056,0.050,0.016,0.002,-0.001,0.000,-0.001
503,-0.003,-0.005,-0.007,-0.009,-0.008,-0.005,-0.003,-0.001,-0.003,-0.005,-0.008,-0.012,-0.010,-0.004,-0.001,-0.000,-0.002,-0.003,-0.006,-0.007,-0.002,0.002,0.002,0.001,-0.001,-0.001,0.001,0.008,0.015,0.011,0.006,0.003,-0.001,-0.001
504,-0.003,-0.004,-0.006,-0.006,-0.003,0.000,0.002,0.002,-0.004,-0.006,-0.010,-0.012,-0.006,0.001,0.003,0.003,-0.004,-0.007,-0.014,-0.021,-0.010,0.003,0.005,0.004,-0.004,-0.007,-0.013,-0.019,-0.009,0.003,0.005,0.004,-0.001,-0.000
505,-0.002,-0.002,-0.001,0.001,0.004,0.006,0.005,0.004,-0.003,-0.004,-0.005,-0.003,0.004,0.008,0.007,0.005,-0.004,-0.007,-0.012,-0.017,-0.004,0.007,0.006,0.004,-0.005,-0.009,-0.017,-0.026,-0.016,0.000,0.003,0.003,-0.000,0.001
506,0.000,0.001,0.002,0.006,0.009,0.008,0.006,0.004,-0.001,-0.001,0.000,0.005,0.012,0.011,0.007,0.005,-0.003,-0.004,-0.007,-0.007,0.005,0.008,0.006,0.004,-0.004,-0.007,-0.013,-0.021,-0.013,-0.001,0.002,0.002,0.000,0.001
507,0.000,0.001,0.004,0.009,0.013,0.013,0.009,0.006,-0.001,-0.001,0.001,0.009,0.019,0.017,0.011,0.007,-0.004,-0.006,-0.008,-0.005,0.012,0.014,0.009,0.005,-0.006,-0.009,-0.016,-0.024,-0.013,0.001,0.004,0.003,0.001,0.002
508,0.001,0.003,0.005,0.009,0.011,0.009,0.006,0.004,0.000,0.002,0.004,0.011,0.015,0.011,0.006,0.004,-0.001,-0.001,-0.001,0.003,0.010,0.008,0.004,0.002,-0.002,-0.004,-0.008,-0.013,-0.009,-0.002,0.000,0.001,0.001,0.002
509,-0.000,0.001,0.004,0.011,0.017,0.016,0.012,0.008,-0.003,-0.003,0.000,0.011,0.024,0.022,0.014,0.009,-0.005,-0.008,-0.011,-0.007,0.015,0.019,0.012,0.007,-0.007,-0.012,-0.022,-0.031,-0.015,0.003,0.005,0.004,0.001,0.003
510,0.003,0.004,0.006,0.008,0.007,0.004,0.002,0.001,0.002,0.004,0.008,0.012,0.010,0.004,0.001,0.000,0.002,0.003,0.006,0.010,0.006,0.000,-0.001,-0.001,0.001,0.001,0.001,-0.002,-0.006,-0.006,-0.003,-0.002,0.001,0.001
511,0.001,0.003,0.009,0.019,0.027,0.024,0.017,0.011,-0.002,-0.001,0.005,0.023,0.040,0.033,0.020,0.011,-0.006,-0.008,-0.008,0.006,0.035,0.030,0.017,0.009,-0.009,-0.014,-0.022,-0.027,-0.007,0.008,0.007,0.005,0.002,0.004
512,0.033,0.044,0.052,0.038,-0.005,-0.040,-0.045,-0.038,0.045,0.069,0.102,0.105,0.009,-0.064,-0.066,-0.049,0.055,0.095,0.170,0.243,0.078,-0.073,-0.075,-0.053,0.059,0.102,0.183,0.269,0.130,-0.036,-0.058,-0.045,0.010,-0.001
513,0.061,0.074,0.070,0.011,-0.096,-0.153,-0.141,-0.108,0.092,0.135,0.179,0.127,-0.112,-0.230,-0.189,-0.132,0.124,0.206,0.352,0.447,0.034,-0.237,-0.197,-0.133,0.142,0.239,0.422,0.605,0.271,-0.096,-0.136,-0.104,0.013,-0.015
514,0.079,0.076,0.020,-0.143,-0.338,-0.381,-0.304,-0.215,0.136,0.174,0.159,-0.095,-0.546,-0.586,-0.399,-0.252,0.195,0.294,0.412,0.248,-0.563,-0.671,-0.419,-0.250,0.228,0.357,0.555,0.597,-0.053,-0.392,-0.303,-0.197,-0.006,-0.056
515,-0.025,-0.060,-0.130,-0.229,-0.269,-0.204,-0.121,-0.068,-0.013,-0.053,-0.168,-0.400,-0.506,-0.314,-0.147,-0.068,0.003,-0.032,-0.167,-0.560,-0.780,-0.388,-0.147,-0.059,0.016,-0.006,-0.098,-0.369,-0.532,-0.281,-0.108,-0.042,-0.037,-0.044
516,-0.086,-0.111,-0.121,-0.064,0.069,0.158,0.159,0.127,-0.124,-0.189,-0.271,-0.249,0.045,0.237,0.217,0.157,-0.162,-0.275,-0.491,-0.690,-0.191,0.237,0.229,0.162,-0.181,-0.310,-0.561,-0.839,-0.434,0.079,0.159,0.128,-0.024,0.011
517,-0.005,-0.006,-0.003,0.006,0.019,0.022,0.018,0.013,-0.009,-0.012,-0.013,-0.001,0.027,0.033,0.024,0.016,-0.013,-0.020,-0.032,-0.031,0.018,0.035,0.024,0.015,-0.015,-0.025,-0.041,-0.053,-0.016,0.016,0.016,0.011,-0.000,0.003
518,-0.007,-0.008,-0.005,0.006,0.021,0.027,0.023,0.017,-0.011,-0.016,-0.018,-0.005,0.030,0.040,0.029,0.019,-0.016,-0.026,-0.042,-0.045,0.015,0.041,0.030,0.019,-0.019,-0.032,-0.054,-0.073,-0.025,0.018,0.020,0.014,-0.001,0.003
519,0.002,0.004,0.010,0.018,0.023,0.019,0.012,0.007,0.000,0.002,0.009,0.027,0.038,0.026,0.014,0.007,-0.002,-0.002,0.004,0.025,0.045,0.027,0.012,0.006,-0.004,-0.005,-0.005,0.003,0.016,0.013,0.007,0.003,0.002,0.003
520,-0.003,-0.002,0.003,0.015,0.027,0.027,0.020,0.014,-0.007,-0.007,-0.004,0.015,0.042,0.040,0.026,0.016,-0.011,-0.016,-0.020,-0.007,0.041,0.042,0.025,0.015,-0.013,-0.021,-0.033,-0.036,-0.000,0.020,0.016,0.010,0.001,0.004
521,-0.000,0.002,0.007,0.017,0.024,0.021,0.015,0.009,-0.002,-0.001,0.005,0.022,0.039,0.031,0.018,0.010,-0.005,-0.006,-0.004,0.014,0.044,0.032,0.017,0.009,-0.007,-0.010,-0.014,-0.010,0.012,0.016,0.010,0.006,0.002,0.004
522,-0.002,-0.000,0.005,0.015,0.025,0.024,0.018,0.012,-0.005,-0.005,-0.001,0.018,0.040,0.035,0.022,0.013,-0.008,-0.011,-0.014,0.002,0.042,0.037,0.021,0.012,-0.011,-0.016,-0.024,-0.024,0.006,0.019,0.014,0.008,0.001,0.004
523,-0.001,0.001,0.006,0.016,0.023,0.022,0.015,0.010,-0.003,-0.003,0.003,0.020,0.038,0.032,0.019,0.011,-0.006,-0.008,-0.007,0.010,0.043,0.034,0.018,0.010,-0.008,-0.012,-0.017,-0.013,0.011,0.017,0.011,0.007,0.002,0.004
524,-0.001,0.000,0.005,0.015,0.023,0.021,0.015,0.010,-0.004,-0.003,0.001,0.018,0.037,0.031,0.019,0.011,-0.007,-0.009,-0.009,0.007,0.041,0.033,0.018,0.010,-0.008,-0.013,-0.018,-0.016,0.009,0.017,0.012,0.007,0.002,0.004
525,-0.001,0.001,0.005,0.014,0.021,0.020,0.014,0.009,-0.003,-0.002,0.002,0.018,0.035,0.029,0.017,0.010,-0.006,-0.007,-0.006,0.010,0.040,0.031,0.016,0.009,-0.007,-0.011,-0.015,-0.011,0.011,0.016,0.010,0.006,0.002,0.003
526,-0.001,0.001,0.005,0.013,0.019,0.017,0.012,0.008,-0.002,-0.002,0.003,0.017,0.031,0.025,0.015,0.008,-0.005,-0.006,-0.005,0.011,0.036,0.027,0.014,0.008,-0.006,-0.009,-0.012,-0.007,0.011,0.014,0.009,0.005,0.002,0.003
527,-0.000,0.001,0.005,0.011,0.015,0.014,0.009,0.006,-0.002,-0.001,0.003,0.015,0.026,0.020,0.012,0.007,-0.003,-0.004,-0.002,0.011,0.031,0.022,0.011,0.006,-0.005,-0.006,-0.008,-0.003,0.012,0.012,0.007,0.004,0.001,0.002
528,0.000,0.001,0.004,0.008,0.011,0.009,0.006,0.004,-0.001,0.000,0.003,0.012,0.019,0.014,0.008,0.004,-0.002,-0.002,0.001,0.012,0.025,0.016,0.007,0.004,-0.002,-0.003,-0.003,0.002,0.012,0.009,0.005,0.003,0.001,0.002
529,0.001,0.001,0.003,0.004,0.005,0.004,0.002,0.001,0.000,0.001,0.004,0.008,0.010,0.006,0.002,0.001,0.000,0.001,0.004,0.012,0.016,0.007,0.002,0.001,0.000,0.001,0.003,0.009,0.012,0.006,0.002,0.001,0.001,0.001
530,0.001,0.001,0.001,-0.000,-0.002,-0.003,-0.003,-0.002,0.002,0.002,0.003,0.003,-0.002,-0.004,-0.004,-0.003,0.002,0.004,0.008,0.011,0.004,-0.003,-0.003,-0.002,0.003,0.005,0.010,0.016,0.011,0.001,-0.001,-0.002,0.000,-0.000
531,0.001,0.001,-0.001,-0.006,-0.011,-0.011,-0.009,-0.006,0.003,0.003,0.002,-0.005,-0.016,-0.016,-0.011,-0.007,0.005,0.007,0.011,0.009,-0.010,-0.015,-0.010,-0.006,0.006,0.010,0.017,0.023,0.009,-0.004,-0.005,-0.004,-0.000,-0.002
532,0.001,0.000,-0.004,-0.013,-0.021,-0.020,-0.015,-0.010,0.004,0.004,0.001,-0.013,-0.031,-0.029,-0.018,-0.011,0.007,0.010,0.014,0.005,-0.026,-0.027,-0.017,-0.010,0.009,0.015,0.024,0.029,0.007,-0.010,-0.009,-0.006,-0.001,-0.003
533,0.001,-0.001,-0.008,-0.020,-0.031,-0.029,-0.021,-0.014,0.005,0.004,-0.001,-0.023,-0.048,-0.041,-0.025,-0.015,0.009,0.013,0.015,-0.001,-0.044,-0.041,-0.023,-0.013,0.012,0.019,0.030,0.034,0.003,-0.016,-0.013,-0.009,-0.002,-0.005
534,0.001,-0.002,-0.011,-0.028,-0.041,-0.038,-0.027,-0.018,0.005,0.004,-0.005,-0.033,-0.065,-0.054,-0.032,-0.019,0.011,0.014,0.016,-0.009,-0.062,-0.053,-0.029,-0.016,0.015,0.023,0.034,0.036,-0.002,-0.021,-0.016,-0.010,-0.003,-0.006
535,0.000,-0.004,-0.015,-0.035,-0.050,-0.045,-0.032,-0.021,0.005,0.003,-0.008,-0.044,-0.079,-0.064,-0.038,-0.022,0.011,0.015,0.014,-0.018,-0.080,-0.063,-0.034,-0.019,0.016,0.025,0.037,0.036,-0.007,-0.026,-0.019,-0.012,-0.004,-0.008
536,-0.001,-0.006,-0.019,-0.041,-0.057,-0.050,-0.035,-0.023,0.005,0.002,-0.012,-0.053,-0.091,-0.071,-0.041,-0.024,0.012,0.015,0.012,-0.028,-0.094,-0.071,-0.037,-0.020,0.017,0.026,0.037,0.034,-0.013,-0.029,-0.020,-0.012,-0.005,-0.009
537,-0.002,-0.008,-0.021,-0.045,-0.061,-0.053,-0.036,-0.023,0.004,0.000,-0.016,-0.060,-0.099,-0.075,-0.043,-0.024,0.011,0.013,0.008,-0.037,-0.104,-0.075,-0.038,-0.020,0.017,0.025,0.035,0.029,-0.018,-0.031,-0.020,-0.012,-0.006,-0.009
538,-0.003,-0.009,-0.023,-0.047,-0.062,-0.053,-0.036,-0.023,0.003,-0.002,-0.019,-0.065,-0.101,-0.075,-0.042,-0.023,0.010,0.011,0.003,-0.045,-0.109,-0.075,-0.037,-0.019,0.016,0.023,0.030,0.022,-0.022,-0.031,-0.019,-0.011,-0.006,-0.009
539,-0.004,-0.010,-0.024,-0.047,-0.060,-0.050,-0.033,-0.021,0.001,-0.004,-0.022,-0.065,-0.098,-0.071,-0.039,-0.021,0.008,0.008,-0.002,-0.051,-0.108,-0.070,-0.034,-0.017,0.013,0.019,0.024,0.013,-0.026,-0.029,-0.017,-0.010,-0.006,-0.009
540,-0.004,-0.010,-0.024,-0.044,-0.055,-0.045,-0.029,-0.018,0.000,-0.005,-0.023,-0.063,-0.090,-0.063,-0.034,-0.018,0.006,0.005,-0.006,-0.053,-0.101,-0.063,-0.029,-0.014,0.011,0.015,0.017,0.005,-0.027,-0.026,-0.014,-0.008,-0.006,-0.008
541,-0.005,-0.010,-0.022,-0.039,-0.047,-0.038,-0.024,-0.015,-0.001,-0.007,-0.023,-0.057,-0.078,-0.053,-0.027,-0.014,0.003,0.001,-0.010,-0.053,-0.090,-0.052,-0.023,-0.011,0.008,0.010,0.010,-0.003,-0.027,-0.022,-0.011,-0.005,-0.005,-0.007
542,-0.005,-0.010,-0.019,-0.033,-0.038,-0.030,-0.018,-0.011,-0.002,-0.007,-0.021,-0.049,-0.063,-0.041,-0.020,-0.010,0.001,-0.002,-0.013,-0.050,-0.075,-0.040,-0.017,-0.007,0.005,0.005,0.003,-0.009,-0.025,-0.016,-0.007,-0.003,-0.005,-0.006
543,-0.005,-0.009,-0.016,-0.025,-0.028,-0.021,-0.012,-0.007,-0.003,-0.008,-0.019,-0.040,-0.047,-0.029,-0.013,-0.006,-0.001,-0.004,-0.015,-0.044,-0.057,-0.027,-0.010,-0.004,0.002,0.001,-0.003,-0.014,-0.021,-0.010,-0.003,-0.001,-0.004,-0.004
544,-0.004,-0.007,-0.012,-0.018,-0.018,-0.012,-0.007,-0.003,-0.004,-0.007,-0.016,-0.030,-0.031,-0.016,-0.006,-0.002,-0.002,-0.006,-0.015,-0.036,-0.039,-0.015,-0.004,-0.001,-0.001,-0.003,-0.008,-0.017,-0.017,-0.005,0.000,0.001,-0.003,-0.003
545,-0.004,-0.006,-0.009,-0.011,-0.009,-0.005,-0.002,0.000,-0.004,-0.007,-0.013,-0.020,-0.016,-0.006,-0.000,0.001,-0.004,-0.007,-0.015,-0.028,-0.022,-0.004,0.001,0.002,-0.003,-0.006,-0.011,-0.019,-0.012,0.000,0.003,0.003,-0.002,-0.001
546,-0.003,-0.004,-0.006,-0.005,-0.002,0.002,0.003,0.003,-0.004,-0.006,-0.010,-0.011,-0.003,0.004,0.005,0.004,-0.005,-0.008,-0.014,-0.021,-0.007,0.006,0.006,0.004,-0.005,-0.008,-0.014,-0.019,-0.007,0.005,0.005,0.004,-0.001,0.000
547,-0.003,-0.003,-0.003,0.000,0.005,0.007,0.006,0.005,-0.004,-0.006,-0.007,-0.003,0.007,0.011,0.009,0.006,-0.005,-0.008,-0.013,-0.013,0.006,0.013,0.009,0.006,-0.006,-0.009,-0.016,-0.019,-0.003,0.008,0.007,0.005,-0.000,0.001
